Unnamed: 0,artists,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre
75972,Denean,Angels Calling Me (Segue),44,148160,False,0.125,0.223,3,-17.297,1,0.0331,0.793,0.337,0.121,0.168,81.306,4,new-age
75973,Will Ackerman;Jeff Oster;Tom Eaton,Head For The Sky,20,305786,False,0.475,0.109,0,-17.962,1,0.0335,0.978,0.868,0.103,0.104,95.014,3,new-age
75974,George Skaroulis,Passions,19,197546,False,0.427,0.0543,1,-20.296,1,0.0435,0.993,0.931,0.0922,0.104,124.337,3,new-age
75975,Jim Brickman,Exhale,19,278639,False,0.43,0.091,9,-18.793,0,0.0346,0.977,0.913,0.0984,0.0742,119.811,4,new-age
75976,Jon Schmidt,"Lo How A Rose, Ere Blooming",20,87640,False,0.512,0.00212,2,-27.541,1,0.262,0.996,0.944,0.0873,0.45,135.355,3,new-age
75977,Jim Brickman,Slumber Deep,19,319829,False,0.465,0.0303,5,-22.357,1,0.0383,0.954,0.945,0.103,0.0397,119.913,4,new-age
75978,Kathryn Toyama,Acceptance,19,200573,False,0.393,0.156,0,-15.995,1,0.0349,0.954,0.913,0.11,0.0532,127.915,3,new-age
75979,Constance Demby,Novus Pt. 1: Soul's Journey,20,411440,False,0.125,0.0454,3,-22.842,0,0.0366,0.687,0.123,0.16,0.036,67.989,3,new-age
75980,Llewellyn,Base Chakra,20,441866,False,0.204,0.145,0,-24.728,1,0.0451,0.95,0.771,0.964,0.0552,100.58,3,new-age
75981,Méav,She Moved Through the Fair,20,250357,False,0.173,0.369,10,-13.554,1,0.0462,0.611,0.0215,0.141,0.0768,170.309,4,new-age
75982,Helen Jane Long,Isolation,19,176746,False,0.309,0.0504,0,-19.746,1,0.0897,0.993,0.964,0.108,0.164,79.55,1,new-age
75983,Helen Jane Long,Fallen,19,132040,False,0.392,0.107,5,-22.065,1,0.0546,0.987,0.901,0.0851,0.118,132.121,4,new-age
75984,Lisa Lynne,Majestica,21,327000,False,0.671,0.119,0,-22.71,1,0.0343,0.896,0.866,0.0937,0.194,87.003,4,new-age
75985,Will Ackerman,Visiting,20,369093,False,0.262,0.146,11,-14.562,1,0.0327,0.84,0.833,0.0874,0.0663,144.779,4,new-age
75986,Deuter,Savannah Sunrise,20,367840,False,0.134,0.0724,7,-21.928,1,0.0477,0.984,0.951,0.116,0.058,78.924,4,new-age
75987,Dean Evenson;Li Xiangting,Green Quiet Mountain,21,431346,False,0.203,0.131,0,-17.617,1,0.0366,0.988,0.95,0.124,0.0851,80.774,4,new-age
75988,Will Ackerman,Last Day at the Beach,20,304373,False,0.303,0.0122,9,-26.757,0,0.0537,0.94,0.453,0.0577,0.0616,67.779,4,new-age
75989,Mike Oldfield,Ghost Bells,21,30546,False,0.245,0.15,2,-20.047,1,0.036,0.307,0.901,0.321,0.0362,90.168,3,new-age
75990,Jim Brickman,Waterfall,19,217320,False,0.467,0.2,5,-16.078,1,0.0364,0.982,0.893,0.119,0.302,143.184,4,new-age
75991,Phil Coulter;Brian Kennedy;Paul Byrom,Ireland's Call,20,193933,False,0.429,0.686,2,-9.269,1,0.0756,0.019,8.13e-06,0.251,0.658,138.17,3,new-age
75992,Medwyn Goodall,Shared Worlds,20,403826,False,0.129,0.302,11,-18.082,1,0.0344,0.091,0.634,0.0905,0.0388,89.406,4,new-age
75993,Will Ackerman,The Opening Of Doors,20,370586,False,0.27,0.103,8,-19.866,1,0.0331,0.951,0.909,0.104,0.201,84.679,4,new-age
75994,Karen Marie Garrett;Desiree Goyette,Mother's Prayer (With Vocals) [feat. Desiree Goyette],20,251466,False,0.269,0.097,6,-20.485,0,0.0356,0.985,0.801,0.0801,0.0921,101.44,3,new-age
75995,Dan Gibson's Solitudes,Skimming Waves,20,363112,False,0.146,0.491,7,-21.992,0,0.112,0.814,0.366,0.889,0.0651,101.894,3,new-age
75996,Tony O'Connor,Nature's Lullaby,20,821666,False,0.361,0.0545,0,-22.51,1,0.0436,0.979,0.904,0.1,0.0635,119.777,4,new-age
75997,Clannad,The Wild Cry - Remastered 2003,20,280666,False,0.264,0.719,4,-6.682,0,0.0551,0.261,0.00108,0.0929,0.155,87.073,4,new-age
75998,Tony O'Connor,Goodnight,20,341426,False,0.391,0.0192,8,-24.678,0,0.0652,0.876,0.000475,0.0932,0.0865,110.537,4,new-age
75999,Tony O'Connor,Thoughts from Inside,20,610000,False,0.175,0.0989,10,-24.888,1,0.0324,0.968,0.87,0.817,0.058,77.812,3,new-age
76000,Josh Groban,You Raise Me Up,61,292333,False,0.25,0.136,10,-12.162,1,0.037,0.673,0.000157,0.107,0.0981,118.086,4,opera
76001,Andrea Bocelli;Chris Botti,When I Fall In Love,26,281558,False,0.327,0.279,8,-10.318,1,0.0291,0.928,0.000144,0.12,0.15,69.66,5,opera
76002,Josh Groban;London Symphony Orchestra,White Christmas,1,236800,False,0.235,0.27,3,-12.354,1,0.0353,0.915,0.0106,0.0956,0.0588,114.156,3,opera
76003,Andrea Bocelli,El Abeto,0,257680,False,0.358,0.233,5,-10.632,1,0.0305,0.884,2.8e-06,0.0838,0.167,82.938,3,opera
76004,Andrea Bocelli,Santa Claus llegò a la ciudad,0,214151,False,0.347,0.499,10,-7.596,1,0.0344,0.756,0.0,0.183,0.345,133.872,4,opera
76005,Andrea Bocelli;Reba McEntire,Blue Christmas,0,256880,False,0.168,0.306,5,-9.298,1,0.0331,0.828,3.92e-06,0.0969,0.131,77.89,4,opera
76006,Andrea Bocelli,Santa Claus llegò a la ciudad,0,214151,False,0.347,0.499,10,-7.596,1,0.0344,0.756,0.0,0.183,0.345,133.872,4,opera
76007,Giacomo Puccini;Arioso Quartett Wien,Crisantemi,0,342893,False,0.15,0.106,6,-18.592,0,0.0426,0.842,0.835,0.111,0.0553,83.844,1,opera
76008,Josh Groban;Brian McKnight;London Symphony Orchestra,Angels We Have Heard On High,1,210933,False,0.456,0.281,5,-12.202,1,0.0302,0.914,0.000586,0.115,0.259,110.009,4,opera
76009,Andrea Bocelli;Reba McEntire,Blue Christmas,0,256880,False,0.168,0.306,5,-9.298,1,0.0331,0.828,3.92e-06,0.0969,0.131,77.89,4,opera
76010,Andrea Bocelli;Giorgia,Vivo per lei,0,265584,False,0.533,0.456,2,-6.394,1,0.0265,0.701,0.0,0.18,0.278,136.115,4,opera
76011,Andrea Bocelli;Reba McEntire,Blue Christmas,0,256880,False,0.168,0.306,5,-9.298,1,0.0331,0.828,3.92e-06,0.0969,0.131,77.89,4,opera
76012,Philharmonia Orchestra;Charles Dutoit,"Danse macabre, Op. 40",0,422826,False,0.334,0.187,7,-20.906,0,0.0415,0.884,0.797,0.105,0.0836,112.135,4,opera
76013,Josh Groban;Brian McKnight;London Symphony Orchestra,Angels We Have Heard On High,0,210933,False,0.456,0.281,5,-12.202,1,0.0302,0.914,0.000586,0.115,0.259,110.009,4,opera
76014,Josh Groban;Brian McKnight;London Symphony Orchestra,Angels We Have Heard On High,0,210933,False,0.456,0.281,5,-12.202,1,0.0302,0.914,0.000586,0.115,0.259,110.009,4,opera
76015,Luciano Pavarotti;National Philharmonic Orchestra;Kurt Herbert Adler,"Ave Maria, D. 839 (Arr. Gamley)",0,288346,False,0.214,0.328,10,-13.545,1,0.0377,0.945,8.92e-05,0.105,0.114,89.521,4,opera
76016,Josh Groban;Brian McKnight;London Symphony Orchestra,Angels We Have Heard On High,0,210933,False,0.456,0.281,5,-12.202,1,0.0302,0.914,0.000586,0.115,0.259,110.009,4,opera
76017,Giuseppe Verdi;Vincenzo Ciliberti,Attila - Che più s'indugia,0,81405,False,0.318,0.318,5,-6.224,1,0.0346,0.929,6.5e-05,0.201,0.216,96.803,4,opera
76018,Nightwish,The Phantom Of The Opera,1,248240,False,0.433,0.848,5,-6.92,0,0.0496,6.53e-06,0.0316,0.0982,0.324,131.9,4,opera
76019,Il Volo,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,False,0.427,0.587,2,-5.527,1,0.033,0.642,0.0,0.315,0.579,130.144,4,opera
76020,Josh Groban;Brian McKnight;London Symphony Orchestra,Angels We Have Heard On High,0,210933,False,0.456,0.281,5,-12.202,1,0.0302,0.914,0.000586,0.115,0.259,110.009,4,opera
76021,Giacomo Puccini;Renée Fleming;English Chamber Orchestra;Jeffrey Tate,"La rondine, SC 83: Chi il bel sogno di Doretta",1,223314,False,0.234,0.136,5,-18.882,1,0.0458,0.97,0.281,0.108,0.0374,85.418,4,opera
76022,Giuseppe Verdi;Vincenzo Ciliberti,Attila - Mentre gonfiarsi l'anima,0,155788,False,0.232,0.246,5,-12.142,1,0.0366,0.976,0.902,0.13,0.183,103.736,3,opera
76023,Giuseppe Verdi;Vincenzo Ciliberti,Attila - Oltre a quel limite t'attendo,0,113659,False,0.287,0.482,9,-9.074,0,0.0391,0.909,0.3,0.181,0.399,122.567,3,opera
76024,Giuseppe Verdi;Vincenzo Ciliberti,Attila - Santo di patria... Allor che i forti corrono,0,216129,False,0.149,0.553,10,-6.576,1,0.0412,0.906,0.719,0.637,0.369,178.113,1,opera
76025,Il Volo,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,False,0.427,0.587,2,-5.527,1,0.033,0.642,0.0,0.315,0.579,130.144,4,opera
76026,Il Volo,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,False,0.427,0.587,2,-5.527,1,0.033,0.642,0.0,0.315,0.579,130.144,4,opera
76027,Il Volo,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,False,0.427,0.587,2,-5.527,1,0.033,0.642,0.0,0.315,0.579,130.144,4,opera
76028,Il Volo,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,False,0.427,0.587,2,-5.527,1,0.033,0.642,0.0,0.315,0.579,130.144,4,opera
76029,Giacomo Puccini;Luciano Pavarotti;Mirella Freni;Berliner Philharmoniker;Herbert von Karajan,"La bohème, SC 67: O soave fanciulla",0,257732,False,0.212,0.106,7,-20.938,1,0.0433,0.969,0.0376,0.0937,0.0398,83.746,4,opera
76030,Il Volo,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,False,0.427,0.587,2,-5.527,1,0.033,0.642,0.0,0.315,0.579,130.144,4,opera
76031,Giuseppe Verdi;Vincenzo Ciliberti,Attila - Te sol quest'anima,0,225265,False,0.198,0.503,1,-6.376,1,0.0336,0.971,0.783,0.127,0.147,91.442,4,opera
76032,Giuseppe Verdi;Vincenzo Ciliberti,Attila - Che non avrebbe il misero,0,162381,False,0.229,0.45,10,-8.16,1,0.0374,0.969,0.383,0.106,0.139,114.808,4,opera
76033,Il Volo,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,False,0.427,0.587,2,-5.527,1,0.033,0.642,0.0,0.315,0.579,130.144,4,opera
76034,Il Volo,"Christmas Medley: Jingle Bells Rock / Let It Snow, Let It Snow, Let It Snow / It's The Most Wonderful Time Of The Year",0,219160,False,0.427,0.587,2,-5.527,1,0.033,0.642,0.0,0.315,0.579,130.144,4,opera
76035,Giuseppe Verdi;Vincenzo Ciliberti,"Vespri Siciliani - Mercé, dilette amiche",0,214455,False,0.336,0.485,8,-11.719,1,0.052,0.949,0.937,0.844,0.546,125.921,3,opera
76036,Giuseppe Verdi;Vincenzo Ciliberti,Attila - Tardo per gli anni e tremulo,0,160176,False,0.16,0.465,5,-8.577,1,0.0337,0.939,0.229,0.383,0.14,84.69,4,opera
76037,Giuseppe Verdi;Vincenzo Ciliberti,"Forza del destino - Madre, pietosa Vergine",0,371264,False,0.18,0.351,10,-10.22,1,0.0343,0.988,0.866,0.137,0.0606,101.159,4,opera
76038,Giuseppe Verdi;Vincenzo Ciliberti,Forza del destino - Pace mio Dio e Finale,0,482636,False,0.256,0.516,10,-9.279,1,0.0449,0.988,0.921,0.746,0.193,75.54,4,opera
76039,Georges Bizet;Francesco Verzillo;Danilo Dellepiane,"Carmen: ""Habanera""",0,182093,False,0.572,0.0144,7,-23.133,1,0.0576,0.995,0.969,0.109,0.536,123.784,4,opera
76040,Richard Wagner;Otto Klemperer,Richard Wagner / Die Meistersinger von Nürnberg - Overture,0,618160,False,0.217,0.272,0,-17.207,1,0.0365,0.957,0.965,0.617,0.194,96.399,4,opera
76041,Jean-Philippe Rameau;Pavel Nersessian,"Suite in E Minor, RCT 2: V. Le rappel des oiseaux (Live in Japan, 2022)",0,174600,False,0.307,0.0532,4,-31.453,0,0.0403,0.995,0.898,0.11,0.514,80.306,4,opera
76042,Giacomo Puccini;Luciano Pavarotti;The John Alldis Choir;Wandsworth School Boys Choir;London Philharmonic Orchestra;Zubin Mehta,"Turandot, SC 91: Nessun dorma",0,182158,False,0.232,0.235,2,-14.975,1,0.0404,0.955,0.00122,0.0896,0.0973,113.492,3,opera
76043,Gioachino Rossini;Cecilia Bartoli;Orchestra del Teatro Comunale di Bologna;Giuseppe Patanè,Il barbiere di Siviglia: Una voce poco fa... Io sono docile,0,396564,False,0.415,0.0697,4,-21.838,1,0.0653,0.981,2.39e-05,0.118,0.108,120.05,3,opera
76044,Georges Bizet;Francesco Verzillo;Danilo Dellepiane,"Carmen: ""Danse des gitans""",0,187520,False,0.594,0.0852,7,-20.606,1,0.0533,0.994,0.937,0.101,0.626,127.091,4,opera
76045,Giuseppe Verdi;Vincenzo Ciliberti,Forza del destino - La vergine degli Angeli,0,218722,False,0.142,0.261,6,-10.312,1,0.035,0.994,0.781,0.29,0.12,63.399,4,opera
76046,Giuseppe Verdi;Chicago Symphony Chorus;Chicago Symphony Orchestra;Sir Georg Solti,"Nabucco: Va, pensiero, sull'ali dorate - Edit",0,221746,False,0.148,0.0367,1,-21.648,1,0.0413,0.989,0.828,0.114,0.0666,138.57,3,opera
76047,Giuseppe Verdi;Mariinsky Chorus;Mariinsky Orchestra;Valery Gergiev,Messa da Requiem: 2a. Dies irae,0,128240,False,0.173,0.395,0,-12.559,0,0.0403,0.94,0.948,0.12,0.107,88.009,4,opera
76048,Jean-Philippe Rameau;Pavel Nersessian,"Pièces de clavecin avec une méthode, Suite in D Major, RCT 3: No. 17, Les cyclopes (Live in Japan, 2022)",0,205773,False,0.311,0.361,2,-22.436,0,0.0584,0.992,0.835,0.688,0.56,129.37,4,opera
76049,Gioachino Rossini;National Philharmonic Orchestra;Richard Bonynge,"La Boutique fantasque, P.120 - Arr. Respighi: 14. Galop",0,295160,False,0.366,0.289,0,-18.305,0,0.0443,0.937,0.822,0.317,0.402,115.119,3,opera
76050,Andrea Bocelli;Jennifer Lopez,"Quizás, Quizás, Quizás",55,198213,False,0.589,0.45,4,-8.491,0,0.0657,0.835,1.07e-06,0.0824,0.367,112.103,4,opera
76051,Dimash Qudaibergen,S.O.S d'un terrien en détresse,55,246543,False,0.321,0.401,11,-8.6,0,0.0375,0.643,0.00503,0.116,0.0624,108.562,4,opera
76052,Andrea Bocelli,Con te partirò,67,250983,False,0.241,0.367,7,-7.95,1,0.0311,0.844,0.00279,0.0873,0.302,135.267,5,opera
76053,Andrea Bocelli,Bésame Mucho,61,241232,False,0.521,0.502,5,-8.521,0,0.0287,0.886,0.02,0.188,0.378,95.028,4,opera
76054,André Rieu;Johann Strauss Orchestra,"Love Story - From ""Love Story""",48,196133,False,0.221,0.153,7,-14.353,0,0.0359,0.886,0.383,0.314,0.0922,73.727,4,opera
76055,Órla Fallon,Five Hundred Miles,36,186706,False,0.417,0.403,2,-6.684,1,0.0305,0.876,3.33e-05,0.277,0.531,118.933,4,opera
76056,Nightwish,"While Your Lips Are Still Red - Theme from the Movie ""Lieksa!""",56,258977,False,0.472,0.658,7,-4.971,0,0.0256,0.0244,0.000146,0.195,0.113,100.044,4,opera
76057,Andrea Bocelli,Can't Help Falling In Love - Live At Lake Las Vegas/2005,51,205182,False,0.461,0.399,5,-7.894,1,0.0244,0.813,0.0138,0.911,0.168,97.381,3,opera
76058,Celtic Woman,Teir Abhaile Riu,52,246880,False,0.528,0.46,5,-10.564,0,0.0499,0.821,0.0,0.0547,0.708,124.704,4,opera
76059,Il Volo,El Reloj,34,249893,False,0.529,0.428,8,-9.559,0,0.0372,0.888,0.00767,0.106,0.193,82.974,4,opera
76060,Jean-Philippe Rameau;Víkingur Ólafsson,The Arts and the Hours,64,285442,False,0.415,0.026,1,-36.7,1,0.0496,0.995,0.938,0.107,0.268,136.191,4,opera
76061,Celtic Woman,Téir Abhaile Riu,55,244413,False,0.515,0.595,5,-6.76,0,0.0504,0.8,0.0,0.0746,0.704,124.334,4,opera
76062,Jacques Offenbach;Helmuth Brandenburg,Can Can,57,131599,False,0.429,0.535,3,-11.043,1,0.0379,0.815,0.93,0.0759,0.926,81.182,4,opera
76063,Nightwish,Nemo,59,273626,False,0.498,0.745,3,-6.537,1,0.0351,0.000167,0.000136,0.0681,0.346,125.014,4,opera
76064,Filippa Giordano,Contigo Aprendí,31,192306,False,0.368,0.377,2,-6.508,0,0.0282,0.807,2.19e-05,0.108,0.189,81.305,4,opera
76065,Giuseppe Verdi;Luciano Pavarotti;London Symphony Orchestra;Richard Bonynge,"Rigoletto: ""La donna è mobile""",56,142506,False,0.386,0.128,6,-16.273,1,0.0371,0.966,2.39e-06,0.0827,0.363,66.187,3,opera
76066,Jules Massenet;Nicola Benedetti;London Symphony Orchestra;Daniel Harding,Meditation: Méditation from Thaïs,47,337253,False,0.2,0.0686,2,-23.415,1,0.046,0.873,0.402,0.0911,0.0358,91.498,4,opera
76067,Jean-Philippe Rameau;Víkingur Ólafsson,The Arts and the Hours,54,285442,False,0.415,0.026,1,-36.7,1,0.0496,0.995,0.938,0.107,0.268,136.191,4,opera
76068,Giuseppe Verdi;Ileana Cotrubas;Plácido Domingo;Chor der Bayerischen Staatsoper München;Bavarian State Orchestra;Carlos Kleiber,La traviata / Act I: Libiamo ne'lieti calici,56,175506,False,0.424,0.214,10,-17.688,1,0.0763,0.962,2.9e-05,0.681,0.282,113.211,4,opera
76069,Maire Brennan,Perfect Time,34,286200,False,0.18,0.272,10,-15.516,1,0.0371,0.863,2.58e-05,0.18,0.102,171.493,4,opera
76070,Giuseppe Verdi;Quatuor Zaïde,I masnadieri: Prélude (Arr. for String Quartet by Eric Mouret),36,185373,False,0.192,0.05,2,-23.002,0,0.0433,0.96,0.551,0.175,0.144,68.149,4,opera
76071,Jacques Offenbach;Nemanja Radulović;Camille Thomas;Double Sens,"Les Contes d'Hoffmann / Act III: Barcarolle (Arr. for Violin, Cello, Piano and String Ensemble by Aleksandar Sedlar)",34,201960,False,0.11,0.0299,2,-22.969,1,0.0426,0.97,0.778,0.102,0.0543,167.214,4,opera
76072,Francesco Cavalli;Théophile Alexandre;Quatuor Zaïde,"Il Giasone, Act 1 Scene 14: Dell'antro magico (Arr. for Countertenor & String Quartet by Eric Mouret)",36,135240,False,0.53,0.0292,2,-16.327,0,0.0608,0.97,0.0,0.0769,0.0873,69.495,3,opera
76073,Kiri Te Kanawa;Luise Edeiken;Angelina Reaux;Stella Zambalis;Leonard Bernstein,West Side Story: XII. I Feel Pretty,0,203000,False,0.502,0.179,9,-16.408,0,0.0705,0.924,2.14e-06,0.794,0.459,95.165,3,opera
76074,Michael Ball;Alfie Boe,I'll Be Home For Christmas,0,241680,False,0.129,0.327,8,-13.224,1,0.0347,0.697,0.0618,0.101,0.068,82.686,4,opera
76075,Jules Massenet;Michel Schwalbé;Berliner Philharmoniker;Herbert von Karajan,Thaïs / Acte Deux: Meditation,0,359946,False,0.161,0.0825,4,-23.357,0,0.0408,0.795,0.84,0.148,0.0371,132.577,3,opera
76076,Charles Gounod;石丸由佳,操り人形の葬送行進曲,0,286600,False,0.283,0.062,2,-17.116,1,0.033,0.945,0.815,0.125,0.175,88.707,4,opera
76077,Michael Ball,Driving Home For Christmas,0,240693,False,0.569,0.526,9,-10.204,1,0.0285,0.709,0.00102,0.326,0.607,90.027,4,opera
76078,Michael Ball,Driving Home For Christmas,0,240693,False,0.569,0.526,9,-10.204,1,0.0285,0.709,0.00102,0.326,0.607,90.027,4,opera
76079,Michael Ball,Driving Home For Christmas,0,240693,False,0.569,0.526,9,-10.204,1,0.0285,0.709,0.00102,0.326,0.607,90.027,4,opera
76080,Michael Ball,Driving Home For Christmas,0,240693,False,0.569,0.526,9,-10.204,1,0.0285,0.709,0.00102,0.326,0.607,90.027,4,opera
76081,Pietro Mascagni;Vincenzo Ciliberti,Cavalleria Rusticana - O Lola ch'hai di latti la cammisa,0,250302,False,0.32,0.333,5,-9.705,0,0.0345,0.966,0.885,0.135,0.282,123.356,3,opera
76082,Michael Ball,Driving Home For Christmas,0,240693,False,0.569,0.526,9,-10.204,1,0.0285,0.709,0.00102,0.326,0.607,90.027,4,opera
76083,Vincenzo Bellini;Cecilia Bartoli;James Levine,Vaga luna che inargenti,0,245327,False,0.271,0.014,8,-24.44,1,0.0676,0.994,0.00012,0.121,0.097,183.035,3,opera
76084,Charles Gounod;Johann Sebastian Bach;Gerhard Schmidt-Gaden;Anneliese Rothenberger;Symphonie-Orchester Graunke;Tölzer Knabenchor,"Ave Maria, CG 89a",0,168773,False,0.199,0.175,7,-17.18,1,0.04,0.967,0.00025,0.107,0.0387,97.569,3,opera
76085,Jean-Baptiste Lully;Clément Debieuvre;Davy Cornillot;David Witczak;Ensemble Leviathan;Lucile Tessier,"Atys, LWV 53: Dormons, dormons tous",0,454360,False,0.136,0.0503,5,-22.275,0,0.0407,0.962,0.221,0.11,0.073,89.42,4,opera
76086,Charles Gounod;Boston Symphony Orchestra;Seiji Ozawa,"Faust, Ballet Music: 7. Danse de Phryné (Allegro vivo)",0,151240,False,0.303,0.581,4,-13.108,1,0.139,0.736,0.638,0.147,0.389,158.663,4,opera
76087,Pietro Mascagni;Vincenzo Ciliberti,Cavalleria Rusticana - Duetto Santuzza Turiddu,0,388051,False,0.16,0.32,5,-14.648,1,0.0456,0.951,0.925,0.105,0.0833,168.072,3,opera
76088,Elaine Paige,I Believe in Father Christmas,0,210466,False,0.61,0.182,2,-19.318,1,0.0322,0.395,7.18e-06,0.0774,0.207,112.503,4,opera
76089,Gaetano Donizetti;Vincenzo Ciliberti,Lucia di Lammermoor - Quartetto dalla Lucia,0,316518,False,0.213,0.591,2,-4.845,1,0.0382,0.976,0.915,0.165,0.0629,88.024,3,opera
76090,Vincenzo Bellini;Joan Sutherland;London Symphony Chorus;London Symphony Orchestra;Richard Bonynge,Norma: Casta Diva,0,395431,False,0.23,0.0642,7,-21.896,1,0.0481,0.983,0.0512,0.21,0.0447,75.868,4,opera
76091,Pietro Mascagni;Julia Varady;The London Opera Chorus;National Philharmonic Orchestra;Gianandrea Gavazzeni,Cavalleria rusticana: Regina coeli laetare,0,327979,False,0.219,0.336,7,-14.093,1,0.0436,0.973,0.00398,0.153,0.0638,133.728,4,opera
76092,Vincenzo Bellini;Luciano Pavarotti;Joan Sutherland;Marilyn Horne;New York City Opera Orchestra;Richard Bonynge,Beatrice di Tenda: Angiol di pace - Live in New York / 1981 Minus Applause,0,159362,False,0.213,0.148,8,-17.19,1,0.056,0.991,0.0,0.122,0.161,169.056,1,opera
76093,Gaetano Donizetti;Vincenzo Ciliberti,Lucia di Lammermoor - Scena della pazzia,0,879905,False,0.221,0.402,3,-9.277,1,0.0375,0.988,0.834,0.161,0.0374,100.233,4,opera
76094,Gaetano Donizetti;Luciano Pavarotti;English Chamber Orchestra;Richard Bonynge,L'elisir d'amore: Una furtiva lagrima,0,291287,False,0.233,0.054,10,-21.331,1,0.0423,0.982,0.000201,0.0955,0.0632,79.679,4,opera
76095,Pietro Mascagni;Vincenzo Ciliberti,"Cavalleria Rusticana - Mamma, quel vino è generoso",0,388000,False,0.202,0.381,3,-16.957,1,0.041,0.957,0.813,0.227,0.126,102.923,4,opera
76096,"Charles Gounod;Orchestra of the Royal Opera House, Covent Garden;Sir Alexander Gibson",Funeral March of a Marionette (Marche funèbre d'une marionette),0,277320,False,0.44,0.0193,2,-26.975,1,0.048,0.966,0.601,0.0993,0.384,97.663,4,opera
76097,Gaetano Donizetti;Vincenzo Ciliberti,Lucia di Lammermoor - Spargi d'amaro pianto,0,269601,False,0.27,0.497,3,-7.187,1,0.0357,0.985,0.895,0.386,0.151,107.786,4,opera
76098,José Carreras,Stille Nacht (Silent Night),0,218933,False,0.213,0.27,1,-9.497,1,0.0309,0.978,0.901,0.181,0.165,71.8,3,opera
76099,Gaetano Donizetti;Vincenzo Ciliberti,Lucia di Lammermoor - Spargi d'amaro pianto - Alt. Version,0,257010,False,0.263,0.288,3,-17.363,1,0.0421,0.988,0.914,0.78,0.12,79.454,4,opera
76100,André Rieu;Carmen Monarcha;Mirusia Louwerse;Suzan Erens;The Platin Tenors,O Fortuna,45,218626,False,0.288,0.388,2,-10.267,0,0.0374,0.934,0.000401,0.23,0.226,82.271,3,opera
76101,Andrea Bocelli;Édith Piaf,La vie en rose,57,186982,False,0.344,0.404,0,-7.478,1,0.0358,0.829,0.0,0.27,0.441,80.778,4,opera
76102,Nightwish,The Phantom Of The Opera,60,248706,False,0.431,0.829,5,-7.713,0,0.0491,7.33e-06,0.03,0.086,0.356,131.891,4,opera
76103,Celtic Woman,You Raise Me Up,54,271133,False,0.262,0.209,2,-10.685,1,0.0385,0.919,1.98e-06,0.0805,0.141,121.487,4,opera
76104,Andrea Bocelli,Cuando Me Enamoro,58,235446,False,0.615,0.602,10,-6.765,1,0.044,0.591,2.51e-06,0.102,0.521,102.068,4,opera
76105,Dimash Qudaibergen;Igor Krutoy,Stranger,49,321364,False,0.304,0.733,10,-5.794,0,0.0684,0.256,0.00133,0.0925,0.204,127.932,4,opera
76106,Nightwish,Sleeping Sun,51,245000,False,0.333,0.572,2,-6.455,0,0.0302,0.00885,0.0,0.102,0.0707,110.402,4,opera
76107,Il Volo,Historia De Un Amor,30,234093,False,0.301,0.485,8,-7.93,0,0.0377,0.91,0.00027,0.131,0.159,83.0,4,opera
76108,Andrea Bocelli;Giorgia,Vivo per lei,65,265584,False,0.533,0.456,2,-6.392,1,0.0265,0.703,0.0,0.18,0.289,136.117,4,opera
76109,Secret Garden,Adagio,54,175040,False,0.115,0.328,7,-11.154,0,0.0416,0.911,0.771,0.101,0.0611,51.096,4,opera
76110,Giacomo Puccini;HAUSER;Robert Ziegler;London Symphony Orchestra,Nessun Dorma,51,177960,False,0.168,0.475,2,-5.732,1,0.0349,0.911,0.929,0.124,0.0523,98.286,4,opera
76111,Secret Garden,The Promise,55,200933,False,0.184,0.161,9,-18.261,1,0.0464,0.925,0.771,0.109,0.087,86.351,4,opera
76112,Secret Garden,Song From A Secret Garden,58,214786,False,0.226,0.303,0,-10.866,0,0.0374,0.897,0.878,0.162,0.094,66.727,4,opera
76113,Léo Delibes;Razumovsky Symphony Orchestra;Andrew Mogrelia,Sylvia: Act III: Divertissement: Variation - Valse,58,75106,False,0.346,0.0578,3,-22.644,1,0.0352,0.932,0.928,0.211,0.422,97.259,3,opera
76114,Georges Bizet;Orquestra Simfònica de Barcelona i Nacional de Catalunya;Pablo González,Carmen Suite No. 1 (Arr. E. Guiraud): IV. Séguedille,60,121933,False,0.248,0.00674,2,-36.547,1,0.0417,0.952,0.271,0.155,0.185,176.236,3,opera
